subject,label,raw_label,action_name_zh,global_window_index,order_within_action,repetition,source_start_sample,channel,spike_index,spike_time_seconds
1,2,3,中指屈曲,4,1,3,26738,2,12,0.158855691
1,2,3,中指屈曲,4,1,3,26738,2,13,0.167043793
1,2,3,中指屈曲,4,1,3,26738,2,14,0.175864335
1,2,3,中指屈曲,4,1,3,26738,2,15,0.183366608
1,2,3,中指屈曲,4,1,3,26738,2,16,0.190346344
1,2,3,中指屈曲,4,1,3,26738,2,17,0.196624085
1,2,3,中指屈曲,4,1,3,26738,3,1,0.052059531
1,2,3,中指屈曲,4,1,3,26738,3,2,0.076442655
1,2,3,中指屈曲,4,1,3,26738,3,3,0.091451136
1,2,3,中指屈曲,4,1,3,26738,3,4,0.103908551
1,2,3,中指屈曲,4,1,3,26738,3,5,0.114866590
1,2,3,中指屈曲,4,1,3,26738,3,6,0.124610554
1,2,3,中指屈曲,4,1,3,26738,3,7,0.134585723
1,2,3,中指屈曲,4,1,3,26738,3,8,0.145243003
1,2,3,中指屈曲,4,1,3,26738,3,9,0.160073657
1,2,3,中指屈曲,4,1,3,26738,3,10,0.170966042
1,2,3,中指屈曲,4,1,3,26738,3,11,0.180342352
1,2,3,中指屈曲,4,1,3,26738,3,12,0.188696012
1,2,3,中指屈曲,4,1,3,26738,3,13,0.196470497
1,2,3,中指屈曲,4,1,3,26738,4,1,0.051336169
1,2,3,中指屈曲,4,1,3,26738,4,2,0.073799465
1,2,3,中指屈曲,4,1,3,26738,4,3,0.088798899
1,2,3,中指屈曲,4,1,3,26738,4,4,0.101187244
1,2,3,中指屈曲,4,1,3,26738,4,5,0.112681764
1,2,3,中指屈曲,4,1,3,26738,4,6,0.123375842
1,2,3,中指屈曲,4,1,3,26738,4,7,0.132883326
1,2,3,中指屈曲,4,1,3,26738,4,8,0.142147216
1,2,3,中指屈曲,4,1,3,26738,4,9,0.151201182
1,2,3,中指屈曲,4,1,3,26738,4,10,0.161033420
1,2,3,中指屈曲,4,1,3,26738,4,11,0.170253189
1,2,3,中指屈曲,4,1,3,26738,4,12,0.179187537
1,2,3,中指屈曲,4,1,3,26738,4,13,0.189115240
1,2,3,中指屈曲,4,1,3,26738,4,14,0.199154796
1,2,3,中指屈曲,4,1,3,26738,5,1,0.055750709
1,2,3,中指屈曲,4,1,3,26738,5,2,0.080529926
1,2,3,中指屈曲,4,1,3,26738,5,3,0.095493353
1,2,3,中指屈曲,4,1,3,26738,5,4,0.108049017
1,2,3,中指屈曲,4,1,3,26738,5,5,0.120682785
1,2,3,中指屈曲,4,1,3,26738,5,6,0.130154718
1,2,3,中指屈曲,4,1,3,26738,5,7,0.139860893
1,2,3,中指屈曲,4,1,3,26738,5,8,0.150950189
1,2,3,中指屈曲,4,1,3,26738,5,9,0.161009941
1,2,3,中指屈曲,4,1,3,26738,5,10,0.169366601
1,2,3,中指屈曲,4,1,3,26738,5,11,0.178424761
1,2,3,中指屈曲,4,1,3,26738,5,12,0.186741237
1,2,3,中指屈曲,4,1,3,26738,5,13,0.194524783
1,2,3,中指屈曲,4,1,3,26738,6,1,0.080893015
1,2,3,中指屈曲,4,1,3,26738,6,2,0.105401663
1,2,3,中指屈曲,4,1,3,26738,6,3,0.124960283
1,2,3,中指屈曲,4,1,3,26738,6,4,0.138175274
1,2,3,中指屈曲,4,1,3,26738,6,5,0.151555179
1,2,3,中指屈曲,4,1,3,26738,6,6,0.161573566
1,2,3,中指屈曲,4,1,3,26738,6,7,0.171265723
1,2,3,中指屈曲,4,1,3,26738,6,8,0.182265479
1,2,3,中指屈曲,4,1,3,26738,6,9,0.193712728
1,2,3,中指屈曲,4,1,3,26738,7,1,0.060127275
1,2,3,中指屈曲,4,1,3,26738,7,2,0.084754261
1,2,3,中指屈曲,4,1,3,26738,7,3,0.101210396
1,2,3,中指屈曲,4,1,3,26738,7,4,0.113738044
1,2,3,中指屈曲,4,1,3,26738,7,5,0.123298706
1,2,3,中指屈曲,4,1,3,26738,7,6,0.132109060
1,2,3,中指屈曲,4,1,3,26738,7,7,0.141375814
1,2,3,中指屈曲,4,1,3,26738,7,8,0.150909614
1,2,3,中指屈曲,4,1,3,26738,7,9,0.159839636
1,2,3,中指屈曲,4,1,3,26738,7,10,0.174701616
1,2,3,中指屈曲,4,1,3,26738,7,11,0.186478720
1,2,3,中指屈曲,4,1,3,26738,7,12,0.197589148
1,2,3,中指屈曲,4,1,3,26738,8,1,0.063041032
1,2,3,中指屈曲,4,1,3,26738,8,2,0.083042594
1,2,3,中指屈曲,4,1,3,26738,8,3,0.107543221
1,2,3,中指屈曲,4,1,3,26738,8,4,0.120345343
1,2,3,中指屈曲,4,1,3,26738,8,5,0.129383112
1,2,3,中指屈曲,4,1,3,26738,8,6,0.138174299
1,2,3,中指屈曲,4,1,3,26738,8,7,0.147234585
1,2,3,中指屈曲,4,1,3,26738,8,8,0.156302740
1,2,3,中指屈曲,4,1,3,26738,8,9,0.165280078
1,2,3,中指屈曲,4,1,3,26738,8,10,0.175254882
1,2,3,中指屈曲,4,1,3,26738,8,11,0.185359741
1,2,3,中指屈曲,4,1,3,26738,8,12,0.194557905
1,2,3,中指屈曲,4,1,3,26738,9,1,0.043632974
1,2,3,中指屈曲,4,1,3,26738,9,2,0.078727576
1,2,3,中指屈曲,4,1,3,26738,9,3,0.092533319
1,2,3,中指屈曲,4,1,3,26738,9,4,0.102218106
1,2,3,中指屈曲,4,1,3,26738,9,5,0.110696004
1,2,3,中指屈曲,4,1,3,26738,9,6,0.118606899
1,2,3,中指屈曲,4,1,3,26738,9,7,0.127839458
1,2,3,中指屈曲,4,1,3,26738,9,8,0.137255390
1,2,3,中指屈曲,4,1,3,26738,9,9,0.145097641
1,2,3,中指屈曲,4,1,3,26738,9,10,0.152297251
1,2,3,中指屈曲,4,1,3,26738,9,11,0.159352245
1,2,3,中指屈曲,4,1,3,26738,9,12,0.167921013
1,2,3,中指屈曲,4,1,3,26738,9,13,0.175766768
1,2,3,中指屈曲,4,1,3,26738,9,14,0.182544831
1,2,3,中指屈曲,4,1,3,26738,9,15,0.189035470
1,2,3,中指屈曲,4,1,3,26738,9,16,0.197214652
1,2,3,中指屈曲,4,1,3,26738,10,1,0.072491584
1,2,3,中指屈曲,4,1,3,26738,10,2,0.092273204
1,2,3,中指屈曲,4,1,3,26738,10,3,0.103609523
1,2,3,中指屈曲,4,1,3,26738,10,4,0.113335642
1,2,3,中指屈曲,4,1,3,26738,10,5,0.126643064
1,2,3,中指屈曲,4,1,3,26738,10,6,0.138277893
1,2,3,中指屈曲,4,1,3,26738,10,7,0.151554984
1,2,3,中指屈曲,4,1,3,26738,10,8,0.163108014
1,2,3,中指屈曲,4,1,3,26738,10,9,0.178611989
1,2,3,中指屈曲,4,1,3,26738,11,1,0.098948657
1,2,3,中指屈曲,4,1,3,26738,11,2,0.124883953
1,2,3,中指屈曲,4,1,3,26738,11,3,0.151903159
1,2,3,中指屈曲,4,1,3,26738,11,4,0.172721958
1,2,3,中指屈曲,4,1,3,26738,11,5,0.189938048
1,2,3,中指屈曲,4,1,3,26738,12,1,0.056416414
1,2,3,中指屈曲,4,1,3,26738,12,2,0.082134664
1,2,3,中指屈曲,4,1,3,26738,12,3,0.097144621
1,2,3,中指屈曲,4,1,3,26738,12,4,0.114168078
1,2,3,中指屈曲,4,1,3,26738,12,5,0.130385813
1,2,3,中指屈曲,4,1,3,26738,12,6,0.145440390
1,2,3,中指屈曲,4,1,3,26738,12,7,0.155767828
1,2,3,中指屈曲,4,1,3,26738,12,8,0.165511431
1,2,3,中指屈曲,4,1,3,26738,12,9,0.175862714
1,2,3,中指屈曲,4,1,3,26738,12,10,0.185607051
1,2,3,中指屈曲,4,1,3,26738,12,11,0.195173103
1,2,3,中指屈曲,4,1,3,26738,13,1,0.049154421
1,2,3,中指屈曲,4,1,3,26738,13,2,0.097015660
1,2,3,中指屈曲,4,1,3,26738,13,3,0.121138189
1,2,3,中指屈曲,4,1,3,26738,13,4,0.136876787
1,2,3,中指屈曲,4,1,3,26738,13,5,0.152879469
1,2,3,中指屈曲,4,1,3,26738,13,6,0.166230348
1,2,3,中指屈曲,4,1,3,26738,13,7,0.182242739
1,2,3,中指屈曲,4,1,3,26738,13,8,0.193104786
1,2,3,中指屈曲,4,1,3,26738,14,1,0.048778133
1,2,3,中指屈曲,4,1,3,26738,14,2,0.099756771
1,2,3,中指屈曲,4,1,3,26738,14,3,0.111157056
1,2,3,中指屈曲,4,1,3,26738,14,4,0.122444676
1,2,3,中指屈曲,4,1,3,26738,14,5,0.131945339
1,2,3,中指屈曲,4,1,3,26738,14,6,0.142569222
1,2,3,中指屈曲,4,1,3,26738,14,7,0.152953584
1,2,3,中指屈曲,4,1,3,26738,14,8,0.161577784
1,2,3,中指屈曲,4,1,3,26738,14,9,0.169799755
1,2,3,中指屈曲,4,1,3,26738,14,10,0.178245104
1,2,3,中指屈曲,4,1,3,26738,14,11,0.186984396
1,2,3,中指屈曲,4,1,3,26738,14,12,0.199724413
1,2,3,中指屈曲,4,1,3,26738,15,1,0.053424220
1,2,3,中指屈曲,4,1,3,26738,15,2,0.097591631
1,2,3,中指屈曲,4,1,3,26738,15,3,0.116501696
1,2,3,中指屈曲,4,1,3,26738,15,4,0.130558833
1,2,3,中指屈曲,4,1,3,26738,15,5,0.143030127
1,2,3,中指屈曲,4,1,3,26738,15,6,0.158061479
1,2,3,中指屈曲,4,1,3,26738,15,7,0.170155129
1,2,3,中指屈曲,4,1,3,26738,15,8,0.179987098
1,2,3,中指屈曲,4,1,3,26738,15,9,0.190335025
1,2,3,中指屈曲,4,1,3,26738,15,10,0.199714805
1,2,3,中指屈曲,4,1,3,26738,16,1,0.044550853
1,2,3,中指屈曲,4,1,3,26738,16,2,0.061600471
1,2,3,中指屈曲,4,1,3,26738,16,3,0.073372643
1,2,3,中指屈曲,4,1,3,26738,16,4,0.083137184
1,2,3,中指屈曲,4,1,3,26738,16,5,0.092035866
1,2,3,中指屈曲,4,1,3,26738,16,6,0.100680006
1,2,3,中指屈曲,4,1,3,26738,16,7,0.108833368
1,2,3,中指屈曲,4,1,3,26738,16,8,0.116408549
1,2,3,中指屈曲,4,1,3,26738,16,9,0.123817478
1,2,3,中指屈曲,4,1,3,26738,16,10,0.132910183
1,2,3,中指屈曲,4,1,3,26738,16,11,0.140934118
1,2,3,中指屈曲,4,1,3,26738,16,12,0.147947248
1,2,3,中指屈曲,4,1,3,26738,16,13,0.154766005
1,2,3,中指屈曲,4,1,3,26738,16,14,0.163187725
1,2,3,中指屈曲,4,1,3,26738,16,15,0.171347613
1,2,3,中指屈曲,4,1,3,26738,16,16,0.178729399
1,2,3,中指屈曲,4,1,3,26738,16,17,0.185536038
1,2,3,中指屈曲,4,1,3,26738,16,18,0.193891389
1,2,3,中指屈曲,5,2,6,32023,1,1,0.047942538
1,2,3,中指屈曲,5,2,6,32023,1,2,0.067453787
1,2,3,中指屈曲,5,2,6,32023,1,3,0.083306420
1,2,3,中指屈曲,5,2,6,32023,1,4,0.096257447
1,2,3,中指屈曲,5,2,6,32023,1,5,0.108041475
1,2,3,中指屈曲,5,2,6,32023,1,6,0.118394126
1,2,3,中指屈曲,5,2,6,32023,1,7,0.127360053
1,2,3,中指屈曲,5,2,6,32023,1,8,0.136038255
1,2,3,中指屈曲,5,2,6,32023,1,9,0.144475488
1,2,3,中指屈曲,5,2,6,32023,1,10,0.152198424
1,2,3,中指屈曲,5,2,6,32023,1,11,0.161490708
1,2,3,中指屈曲,5,2,6,32023,1,12,0.172189776
1,2,3,中指屈曲,5,2,6,32023,1,13,0.181116658
1,2,3,中指屈曲,5,2,6,32023,1,14,0.189510420
1,2,3,中指屈曲,5,2,6,32023,1,15,0.196832476
1,2,3,中指屈曲,5,2,6,32023,2,1,0.044106987
1,2,3,中指屈曲,5,2,6,32023,2,2,0.065425479
1,2,3,中指屈曲,5,2,6,32023,2,3,0.079359581
1,2,3,中指屈曲,5,2,6,32023,2,4,0.089155822
1,2,3,中指屈曲,5,2,6,32023,2,5,0.101031769
1,2,3,中指屈曲,5,2,6,32023,2,6,0.110611481
1,2,3,中指屈曲,5,2,6,32023,2,7,0.118936108
1,2,3,中指屈曲,5,2,6,32023,2,8,0.126415531
1,2,3,中指屈曲,5,2,6,32023,2,9,0.133594460
1,2,3,中指屈曲,5,2,6,32023,2,10,0.140525309
1,2,3,中指屈曲,5,2,6,32023,2,11,0.147091220
1,2,3,中指屈曲,5,2,6,32023,2,12,0.153533529
1,2,3,中指屈曲,5,2,6,32023,2,13,0.159957683
1,2,3,中指屈曲,5,2,6,32023,2,14,0.166302805
1,2,3,中指屈曲,5,2,6,32023,2,15,0.172371139
1,2,3,中指屈曲,5,2,6,32023,2,16,0.178341840
1,2,3,中指屈曲,5,2,6,32023,2,17,0.184065041
1,2,3,中指屈曲,5,2,6,32023,2,18,0.189520147
1,2,3,中指屈曲,5,2,6,32023,2,19,0.194818347
1,2,3,中指屈曲,5,2,6,32023,3,1,0.052067691
1,2,3,中指屈曲,5,2,6,32023,3,2,0.069302235
1,2,3,中指屈曲,5,2,6,32023,3,3,0.081303814
1,2,3,中指屈曲,5,2,6,32023,3,4,0.091075211
1,2,3,中指屈曲,5,2,6,32023,3,5,0.102338891
1,2,3,中指屈曲,5,2,6,32023,3,6,0.112548577
1,2,3,中指屈曲,5,2,6,32023,3,7,0.120854153
1,2,3,中指屈曲,5,2,6,32023,3,8,0.128506667
1,2,3,中指屈曲,5,2,6,32023,3,9,0.135761650
1,2,3,中指屈曲,5,2,6,32023,3,10,0.142478333
1,2,3,中指屈曲,5,2,6,32023,3,11,0.148846898
1,2,3,中指屈曲,5,2,6,32023,3,12,0.155449764
1,2,3,中指屈曲,5,2,6,32023,3,13,0.162988344
1,2,3,中指屈曲,5,2,6,32023,3,14,0.170809809
1,2,3,中指屈曲,5,2,6,32023,3,15,0.177756715
1,2,3,中指屈曲,5,2,6,32023,3,16,0.184008194
1,2,3,中指屈曲,5,2,6,32023,3,17,0.189831943
1,2,3,中指屈曲,5,2,6,32023,3,18,0.195553544
1,2,3,中指屈曲,5,2,6,32023,4,1,0.049591611
1,2,3,中指屈曲,5,2,6,32023,4,2,0.074034201
1,2,3,中指屈曲,5,2,6,32023,4,3,0.086821261
1,2,3,中指屈曲,5,2,6,32023,4,4,0.098403279
1,2,3,中指屈曲,5,2,6,32023,4,5,0.110790342
1,2,3,中指屈曲,5,2,6,32023,4,6,0.119850744
1,2,3,中指屈曲,5,2,6,32023,4,7,0.127883163
1,2,3,中指屈曲,5,2,6,32023,4,8,0.135836252
1,2,3,中指屈曲,5,2,6,32023,4,9,0.144641534
1,2,3,中指屈曲,5,2,6,32023,4,10,0.153893784
1,2,3,中指屈曲,5,2,6,32023,4,11,0.163370717
1,2,3,中指屈曲,5,2,6,32023,4,12,0.172267908
1,2,3,中指屈曲,5,2,6,32023,4,13,0.182711323
1,2,3,中指屈曲,5,2,6,32023,4,14,0.191733101
1,2,3,中指屈曲,5,2,6,32023,5,1,0.059809517
1,2,3,中指屈曲,5,2,6,32023,5,2,0.079613708
1,2,3,中指屈曲,5,2,6,32023,5,3,0.093330509
1,2,3,中指屈曲,5,2,6,32023,5,4,0.104719841
1,2,3,中指屈曲,5,2,6,32023,5,5,0.114225061
1,2,3,中指屈曲,5,2,6,32023,5,6,0.123987363
1,2,3,中指屈曲,5,2,6,32023,5,7,0.134701831
1,2,3,中指屈曲,5,2,6,32023,5,8,0.144030721
1,2,3,中指屈曲,5,2,6,32023,5,9,0.156454336
1,2,3,中指屈曲,5,2,6,32023,5,10,0.166946121
1,2,3,中指屈曲,5,2,6,32023,5,11,0.174855568
1,2,3,中指屈曲,5,2,6,32023,5,12,0.182418228
1,2,3,中指屈曲,5,2,6,32023,5,13,0.189733945
1,2,3,中指屈曲,5,2,6,32023,5,14,0.197386973
1,2,3,中指屈曲,5,2,6,32023,6,1,0.073994405
1,2,3,中指屈曲,5,2,6,32023,6,2,0.098998435
1,2,3,中指屈曲,5,2,6,32023,6,3,0.125616141
1,2,3,中指屈曲,5,2,6,32023,6,4,0.138077553
1,2,3,中指屈曲,5,2,6,32023,6,5,0.150080256
1,2,3,中指屈曲,5,2,6,32023,6,6,0.160839320
1,2,3,中指屈曲,5,2,6,32023,6,7,0.171199359
1,2,3,中指屈曲,5,2,6,32023,6,8,0.182399684
1,2,3,中指屈曲,5,2,6,32023,6,9,0.193312746
1,2,3,中指屈曲,5,2,6,32023,7,1,0.051197589
1,2,3,中指屈曲,5,2,6,32023,7,2,0.072860731
1,2,3,中指屈曲,5,2,6,32023,7,3,0.089672778
1,2,3,中指屈曲,5,2,6,32023,7,4,0.106645316
1,2,3,中指屈曲,5,2,6,32023,7,5,0.119128231
1,2,3,中指屈曲,5,2,6,32023,7,6,0.130025747
1,2,3,中指屈曲,5,2,6,32023,7,7,0.138868927
1,2,3,中指屈曲,5,2,6,32023,7,8,0.146696415
1,2,3,中指屈曲,5,2,6,32023,7,9,0.154793033
1,2,3,中指屈曲,5,2,6,32023,7,10,0.164754147
1,2,3,中指屈曲,5,2,6,32023,7,11,0.173809622
1,2,3,中指屈曲,5,2,6,32023,7,12,0.182622755
1,2,3,中指屈曲,5,2,6,32023,7,13,0.190124142
1,2,3,中指屈曲,5,2,6,32023,7,14,0.197906151
1,2,3,中指屈曲,5,2,6,32023,8,1,0.049258362
1,2,3,中指屈曲,5,2,6,32023,8,2,0.070900353
1,2,3,中指屈曲,5,2,6,32023,8,3,0.085157662
1,2,3,中指屈曲,5,2,6,32023,8,4,0.097078773
1,2,3,中指屈曲,5,2,6,32023,8,5,0.106776820
1,2,3,中指屈曲,5,2,6,32023,8,6,0.115798671
1,2,3,中指屈曲,5,2,6,32023,8,7,0.126778481
1,2,3,中指屈曲,5,2,6,32023,8,8,0.135852386
1,2,3,中指屈曲,5,2,6,32023,8,9,0.144820953
1,2,3,中指屈曲,5,2,6,32023,8,10,0.155078905
1,2,3,中指屈曲,5,2,6,32023,8,11,0.165400198
1,2,3,中指屈曲,5,2,6,32023,8,12,0.175103803
1,2,3,中指屈曲,5,2,6,32023,8,13,0.183941008
1,2,3,中指屈曲,5,2,6,32023,8,14,0.192275373
1,2,3,中指屈曲,5,2,6,32023,9,1,0.044013879
1,2,3,中指屈曲,5,2,6,32023,9,2,0.073408519
1,2,3,中指屈曲,5,2,6,32023,9,3,0.083848541
1,2,3,中指屈曲,5,2,6,32023,9,4,0.095217951
1,2,3,中指屈曲,5,2,6,32023,9,5,0.105901449
1,2,3,中指屈曲,5,2,6,32023,9,6,0.116462533
1,2,3,中指屈曲,5,2,6,32023,9,7,0.126992181
1,2,3,中指屈曲,5,2,6,32023,9,8,0.135597843
1,2,3,中指屈曲,5,2,6,32023,9,9,0.143179218
1,2,3,中指屈曲,5,2,6,32023,9,10,0.150042795
1,2,3,中指屈曲,5,2,6,32023,9,11,0.157489831
1,2,3,中指屈曲,5,2,6,32023,9,12,0.166218577
1,2,3,中指屈曲,5,2,6,32023,9,13,0.174135756
1,2,3,中指屈曲,5,2,6,32023,9,14,0.181106350
1,2,3,中指屈曲,5,2,6,32023,9,15,0.188461625
1,2,3,中指屈曲,5,2,6,32023,9,16,0.197611446
1,2,3,中指屈曲,5,2,6,32023,10,1,0.056040734
1,2,3,中指屈曲,5,2,6,32023,10,2,0.077833339
1,2,3,中指屈曲,5,2,6,32023,10,3,0.093530288
1,2,3,中指屈曲,5,2,6,32023,10,4,0.106836937
1,2,3,中指屈曲,5,2,6,32023,10,5,0.119831765
1,2,3,中指屈曲,5,2,6,32023,10,6,0.130775506
1,2,3,中指屈曲,5,2,6,32023,10,7,0.140411443
1,2,3,中指屈曲,5,2,6,32023,10,8,0.148397048
1,2,3,中指屈曲,5,2,6,32023,10,9,0.156014774
1,2,3,中指屈曲,5,2,6,32023,10,10,0.165343110
1,2,3,中指屈曲,5,2,6,32023,10,11,0.173973171
1,2,3,中指屈曲,5,2,6,32023,10,12,0.182200926
1,2,3,中指屈曲,5,2,6,32023,10,13,0.191323066
1,2,3,中指屈曲,5,2,6,32023,10,14,0.199968018
1,2,3,中指屈曲,5,2,6,32023,11,1,0.047765090
1,2,3,中指屈曲,5,2,6,32023,11,2,0.070258698
1,2,3,中指屈曲,5,2,6,32023,11,3,0.088056611
1,2,3,中指屈曲,5,2,6,32023,11,4,0.099243535
1,2,3,中指屈曲,5,2,6,32023,11,5,0.114129240
1,2,3,中指屈曲,5,2,6,32023,11,6,0.126230740
1,2,3,中指屈曲,5,2,6,32023,11,7,0.136472820
1,2,3,中指屈曲,5,2,6,32023,11,8,0.145728393
1,2,3,中指屈曲,5,2,6,32023,11,9,0.153741428
1,2,3,中指屈曲,5,2,6,32023,11,10,0.160908385
1,2,3,中指屈曲,5,2,6,32023,11,11,0.167558024
1,2,3,中指屈曲,5,2,6,32023,11,12,0.174248707
1,2,3,中指屈曲,5,2,6,32023,11,13,0.181123021
1,2,3,中指屈曲,5,2,6,32023,11,14,0.188118252
1,2,3,中指屈曲,5,2,6,32023,11,15,0.198725634
1,2,3,中指屈曲,5,2,6,32023,12,1,0.047514110
1,2,3,中指屈曲,5,2,6,32023,12,2,0.064350379
1,2,3,中指屈曲,5,2,6,32023,12,3,0.081549002
1,2,3,中指屈曲,5,2,6,32023,12,4,0.100474818
1,2,3,中指屈曲,5,2,6,32023,12,5,0.117342309
1,2,3,中指屈曲,5,2,6,32023,12,6,0.132764123
1,2,3,中指屈曲,5,2,6,32023,12,7,0.142855644
1,2,3,中指屈曲,5,2,6,32023,12,8,0.152009509
1,2,3,中指屈曲,5,2,6,32023,12,9,0.160660857
1,2,3,中指屈曲,5,2,6,32023,12,10,0.170479164
1,2,3,中指屈曲,5,2,6,32023,12,11,0.179653871
1,2,3,中指屈曲,5,2,6,32023,12,12,0.188431996
1,2,3,中指屈曲,5,2,6,32023,13,1,0.045385459
1,2,3,中指屈曲,5,2,6,32023,13,2,0.066515511
1,2,3,中指屈曲,5,2,6,32023,13,3,0.097293817
1,2,3,中指屈曲,5,2,6,32023,13,4,0.112904648
1,2,3,中指屈曲,5,2,6,32023,13,5,0.130707525
1,2,3,中指屈曲,5,2,6,32023,13,6,0.142688899
1,2,3,中指屈曲,5,2,6,32023,13,7,0.154948414
1,2,3,中指屈曲,5,2,6,32023,13,8,0.167733587
1,2,3,中指屈曲,5,2,6,32023,13,9,0.180480130
1,2,3,中指屈曲,5,2,6,32023,13,10,0.193935447
1,2,3,中指屈曲,5,2,6,32023,14,1,0.050187923
1,2,3,中指屈曲,5,2,6,32023,14,2,0.075595927
1,2,3,中指屈曲,5,2,6,32023,14,3,0.091895796
1,2,3,中指屈曲,5,2,6,32023,14,4,0.105100472
1,2,3,中指屈曲,5,2,6,32023,14,5,0.131315971
1,2,3,中指屈曲,5,2,6,32023,14,6,0.144688632
1,2,3,中指屈曲,5,2,6,32023,14,7,0.155147241
1,2,3,中指屈曲,5,2,6,32023,14,8,0.163786463
1,2,3,中指屈曲,5,2,6,32023,14,9,0.172025638
1,2,3,中指屈曲,5,2,6,32023,14,10,0.179316436
1,2,3,中指屈曲,5,2,6,32023,14,11,0.187114128
1,2,3,中指屈曲,5,2,6,32023,14,12,0.199823678
1,2,3,中指屈曲,5,2,6,32023,15,1,0.041129203
1,2,3,中指屈曲,5,2,6,32023,15,2,0.070715945
1,2,3,中指屈曲,5,2,6,32023,15,3,0.088117333
1,2,3,中指屈曲,5,2,6,32023,15,4,0.101977214
1,2,3,中指屈曲,5,2,6,32023,15,5,0.112486957
1,2,3,中指屈曲,5,2,6,32023,15,6,0.121895627
1,2,3,中指屈曲,5,2,6,32023,15,7,0.130249222
1,2,3,中指屈曲,5,2,6,32023,15,8,0.138001450
1,2,3,中指屈曲,5,2,6,32023,15,9,0.145207254
1,2,3,中指屈曲,5,2,6,32023,15,10,0.153183969
1,2,3,中指屈曲,5,2,6,32023,15,11,0.162436234
1,2,3,中指屈曲,5,2,6,32023,15,12,0.170429520
1,2,3,中指屈曲,5,2,6,32023,15,13,0.178011530
1,2,3,中指屈曲,5,2,6,32023,15,14,0.187072535
1,2,3,中指屈曲,5,2,6,32023,15,15,0.197152900
1,2,3,中指屈曲,5,2,6,32023,16,1,0.043249312
1,2,3,中指屈曲,5,2,6,32023,16,2,0.059391959
1,2,3,中指屈曲,5,2,6,32023,16,3,0.073842902
1,2,3,中指屈曲,5,2,6,32023,16,4,0.087345922
1,2,3,中指屈曲,5,2,6,32023,16,5,0.097632565
1,2,3,中指屈曲,5,2,6,32023,16,6,0.109167045
1,2,3,中指屈曲,5,2,6,32023,16,7,0.118833939
1,2,3,中指屈曲,5,2,6,32023,16,8,0.126898555
1,2,3,中指屈曲,5,2,6,32023,16,9,0.134385655
1,2,3,中指屈曲,5,2,6,32023,16,10,0.141497894
1,2,3,中指屈曲,5,2,6,32023,16,11,0.148211829
1,2,3,中指屈曲,5,2,6,32023,16,12,0.154613100
1,2,3,中指屈曲,5,2,6,32023,16,13,0.162372774
1,2,3,中指屈曲,5,2,6,32023,16,14,0.170489369
1,2,3,中指屈曲,5,2,6,32023,16,15,0.177574173
1,2,3,中指屈曲,5,2,6,32023,16,16,0.184033076
1,2,3,中指屈曲,5,2,6,32023,16,17,0.190424094
1,2,3,中指屈曲,5,2,6,32023,16,18,0.196916005
1,3,4,中指伸展,6,1,4,39344,1,1,0.050619558
1,3,4,中指伸展,6,1,4,39344,1,2,0.077732433
1,3,4,中指伸展,6,1,4,39344,1,3,0.115525868
1,3,4,中指伸展,6,1,4,39344,1,4,0.132765944
1,3,4,中指伸展,6,1,4,39344,1,5,0.146325132
1,3,4,中指伸展,6,1,4,39344,1,6,0.157730758
1,3,4,中指伸展,6,1,4,39344,1,7,0.170766032
1,3,4,中指伸展,6,1,4,39344,1,8,0.184029112
1,3,4,中指伸展,6,1,4,39344,1,9,0.194894147
1,3,4,中指伸展,6,1,4,39344,2,1,0.106866553
1,3,4,中指伸展,6,1,4,39344,2,2,0.136020826
1,3,4,中指伸展,6,1,4,39344,2,3,0.148650177
1,3,4,中指伸展,6,1,4,39344,2,4,0.164081095
1,3,4,中指伸展,6,1,4,39344,2,5,0.193530145
1,3,4,中指伸展,6,1,4,39344,3,1,0.112296865
1,3,4,中指伸展,6,1,4,39344,3,2,0.148346308
1,3,4,中指伸展,6,1,4,39344,3,3,0.184863789
1,3,4,中指伸展,6,1,4,39344,4,1,0.058824138
1,3,4,中指伸展,6,1,4,39344,4,2,0.086216574
1,3,4,中指伸展,6,1,4,39344,4,3,0.110162178
1,3,4,中指伸展,6,1,4,39344,4,4,0.151496918
1,3,4,中指伸展,6,1,4,39344,4,5,0.178687169
1,3,4,中指伸展,6,1,4,39344,4,6,0.193442087
1,3,4,中指伸展,6,1,4,39344,5,1,0.054304521
1,3,4,中指伸展,6,1,4,39344,5,2,0.075575633
1,3,4,中指伸展,6,1,4,39344,5,3,0.091326181
1,3,4,中指伸展,6,1,4,39344,5,4,0.103976380
1,3,4,中指伸展,6,1,4,39344,5,5,0.117268001
1,3,4,中指伸展,6,1,4,39344,5,6,0.128333085
1,3,4,中指伸展,6,1,4,39344,5,7,0.139172135
1,3,4,中指伸展,6,1,4,39344,5,8,0.150494369
1,3,4,中指伸展,6,1,4,39344,5,9,0.158930658
1,3,4,中指伸展,6,1,4,39344,5,10,0.166646179
1,3,4,中指伸展,6,1,4,39344,5,11,0.174418311
1,3,4,中指伸展,6,1,4,39344,5,12,0.182516102
1,3,4,中指伸展,6,1,4,39344,5,13,0.191009523
1,3,4,中指伸展,6,1,4,39344,5,14,0.198760922
1,3,4,中指伸展,6,1,4,39344,6,1,0.049282125
1,3,4,中指伸展,6,1,4,39344,6,2,0.071689902
